Var X sample ID,Var Y sample ID,Pearson's correlation
GTEX-13FTX-1026-SM-5J2O5,GTEX-ZV6S-1526-SM-5NQ7O,0.8946
GTEX-13FTX-1026-SM-5J2O5,GTEX-RU72-2626-SM-4TT75,0.8947
GTEX-PWN1-2026-SM-48TD9,GTEX-PWOO-1526-SM-48TCK,0.8947
GTEX-1399U-1326-SM-5IJET,GTEX-13W3W-1426-SM-5LU56,0.8947
GTEX-RTLS-2426-SM-46MUO,GTEX-OHPL-2026-SM-3TW8R,0.8947
GTEX-11ZTT-1726-SM-5EQL4,GTEX-13VXT-1626-SM-5IJES,0.8947
GTEX-RU72-2626-SM-4TT75,GTEX-T2IS-2226-SM-4DM65,0.8948
GTEX-QCQG-1326-SM-48U24,GTEX-P78B-2526-SM-3P5ZY,0.8948
GTEX-131YS-2326-SM-5IJFJ,GTEX-11P81-1626-SM-5BC52,0.8948
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-XUW1-0226-SM-4BOOS,0.8948
GTEX-ZTPG-2026-SM-5O999,GTEX-Y114-1826-SM-4TT87,0.8948
GTEX-WWYW-2826-SM-4MVOQ,GTEX-P4QT-2026-SM-3NMCJ,0.8949
GTEX-13D11-1226-SM-5IFGA,GTEX-POMQ-1226-SM-3P61F,0.8949
GTEX-13D11-1226-SM-5IFGA,GTEX-ZV6S-1526-SM-5NQ7O,0.8949
GTEX-ZYVF-0526-SM-5E43E,GTEX-T6MO-1526-SM-4DM57,0.8949
GTEX-131XG-2026-SM-5GCN5,GTEX-T2IS-2226-SM-4DM65,0.895
GTEX-131XG-2026-SM-5GCN5,GTEX-PX3G-2026-SM-48U1H,0.895
GTEX-13D11-1226-SM-5IFGA,GTEX-13OVI-1026-SM-5L3EM,0.895
GTEX-P4QT-2026-SM-3NMCJ,GTEX-131XG-2026-SM-5GCN5,0.895
GTEX-ZLWG-1026-SM-4WWC4,GTEX-QCQG-1326-SM-48U24,0.895
GTEX-XUJ4-1526-SM-4BONU,GTEX-1117F-2426-SM-5EGGH,0.8951
GTEX-11EM3-1926-SM-5987U,GTEX-12WSD-2826-SM-59HKT,0.8951
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13U4I-1926-SM-5LU39,0.8951
GTEX-T5JW-1526-SM-4DM5E,GTEX-PWOO-1526-SM-48TCK,0.8951
GTEX-P4QT-2026-SM-3NMCJ,GTEX-T2IS-2226-SM-4DM65,0.8952
GTEX-XUJ4-1526-SM-4BONU,GTEX-13W3W-1426-SM-5LU56,0.8952
GTEX-T5JW-1526-SM-4DM5E,GTEX-ZTPG-2026-SM-5O999,0.8952
GTEX-Y114-1826-SM-4TT87,GTEX-13W3W-1426-SM-5LU56,0.8952
GTEX-S4UY-1226-SM-4AD51,GTEX-WI4N-2426-SM-4OOSC,0.8952
GTEX-RU72-2626-SM-4TT75,GTEX-XYKS-1626-SM-4BRUQ,0.8952
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13PL7-2026-SM-5IFGK,0.8953
GTEX-13D11-1226-SM-5IFGA,GTEX-S341-1026-SM-4AD71,0.8953
GTEX-TMMY-2226-SM-4DXTN,GTEX-WI4N-2426-SM-4OOSC,0.8953
GTEX-13FTX-1026-SM-5J2O5,GTEX-TSE9-2626-SM-4DXV2,0.8953
GTEX-PWN1-2026-SM-48TD9,GTEX-ZTPG-2026-SM-5O999,0.8954
GTEX-1117F-2426-SM-5EGGH,GTEX-WI4N-2426-SM-4OOSC,0.8954
GTEX-N7MT-0726-SM-3TW8S,GTEX-YJ8O-1126-SM-5P9IS,0.8954
GTEX-11ZTT-1726-SM-5EQL4,GTEX-131XG-2026-SM-5GCN5,0.8954
GTEX-11DXX-1526-SM-5H115,GTEX-S7SF-0826-SM-4AD4W,0.8954
GTEX-11EM3-1926-SM-5987U,GTEX-YFC4-2826-SM-5P9FR,0.8954
GTEX-POMQ-1226-SM-3P61F,GTEX-WI4N-2426-SM-4OOSC,0.8954
GTEX-ZYVF-0526-SM-5E43E,GTEX-OHPL-2026-SM-3TW8R,0.8954
GTEX-OHPL-2026-SM-3TW8R,GTEX-13VXT-1626-SM-5IJES,0.8956
GTEX-14BMU-1826-SM-5RQII,GTEX-1313W-2826-SM-5P9G1,0.8956
GTEX-T5JW-1526-SM-4DM5E,GTEX-XYKS-1626-SM-4BRUQ,0.8956
GTEX-POMQ-1226-SM-3P61F,GTEX-11ZTS-2326-SM-5EQMY,0.8956
GTEX-13OVJ-2326-SM-5IJGA,GTEX-T6MO-1526-SM-4DM57,0.8956
GTEX-13D11-1226-SM-5IFGA,GTEX-RTLS-2426-SM-46MUO,0.8956
GTEX-TMMY-2226-SM-4DXTN,GTEX-1117F-2426-SM-5EGGH,0.8957
GTEX-13PL7-2026-SM-5IFGK,GTEX-T2IS-2226-SM-4DM65,0.8957
GTEX-13OVI-1026-SM-5L3EM,GTEX-13W3W-1426-SM-5LU56,0.8957
GTEX-Y3IK-2126-SM-4YCDS,GTEX-131XG-2026-SM-5GCN5,0.8957
GTEX-ZTPG-2026-SM-5O999,GTEX-12WSD-2826-SM-59HKT,0.8958
GTEX-ZTPG-2026-SM-5O999,GTEX-R55G-1626-SM-48FF4,0.8958
GTEX-ZYVF-0526-SM-5E43E,GTEX-TMMY-2226-SM-4DXTN,0.8958
GTEX-1117F-2426-SM-5EGGH,GTEX-13VXT-1626-SM-5IJES,0.8958
GTEX-RU72-2626-SM-4TT75,GTEX-1117F-2426-SM-5EGGH,0.8959
GTEX-POMQ-1226-SM-3P61F,GTEX-113JC-2226-SM-5EGJG,0.8959
GTEX-P4QT-2026-SM-3NMCJ,GTEX-11I78-2126-SM-5A5K8,0.8959
GTEX-XUZC-0926-SM-4BOQF,GTEX-PWOO-1526-SM-48TCK,0.8959
GTEX-ZVT2-0426-SM-5E44S,GTEX-YFC4-2826-SM-5P9FR,0.8959
GTEX-TSE9-2626-SM-4DXV2,GTEX-OHPL-2026-SM-3TW8R,0.896
GTEX-UPIC-1526-SM-4IHLU,GTEX-TSE9-2626-SM-4DXV2,0.896
GTEX-POMQ-1226-SM-3P61F,GTEX-1117F-2426-SM-5EGGH,0.896
GTEX-1117F-2426-SM-5EGGH,GTEX-12WSK-2026-SM-5CVNB,0.896
GTEX-XUZC-0926-SM-4BOQF,GTEX-T2IS-2226-SM-4DM65,0.896
GTEX-1313W-2826-SM-5P9G1,GTEX-11P81-1626-SM-5BC52,0.896
GTEX-P4PP-2026-SM-3P61N,GTEX-W5WG-1326-SM-4LMI9,0.8961
GTEX-TSE9-2626-SM-4DXV2,GTEX-1313W-2826-SM-5P9G1,0.8961
GTEX-13S7M-1726-SM-5RQK3,GTEX-145ME-1326-SM-5O98Q,0.8961
GTEX-13D11-1226-SM-5IFGA,GTEX-113JC-2226-SM-5EGJG,0.8961
GTEX-13N11-1126-SM-5KM41,GTEX-14BIM-2226-SM-5SI8Y,0.8962
GTEX-Y114-1826-SM-4TT87,GTEX-XUW1-0226-SM-4BOOS,0.8962
GTEX-P4PP-2026-SM-3P61N,GTEX-XYKS-1626-SM-4BRUQ,0.8962
GTEX-ZP4G-0726-SM-4WWF2,GTEX-11EMC-1826-SM-5A5JT,0.8963
GTEX-ZTPG-2026-SM-5O999,GTEX-XUJ4-1526-SM-4BONU,0.8963
GTEX-14BIM-2226-SM-5SI8Y,GTEX-13VXT-1626-SM-5IJES,0.8963
GTEX-131XG-2026-SM-5GCN5,GTEX-11EM3-1926-SM-5987U,0.8963
GTEX-11GSP-2426-SM-5N9BD,GTEX-145ME-1326-SM-5O98Q,0.8964
GTEX-ZLWG-1026-SM-4WWC4,GTEX-1117F-2426-SM-5EGGH,0.8964
GTEX-13N11-1126-SM-5KM41,GTEX-12WSD-2826-SM-59HKT,0.8964
GTEX-OHPL-2026-SM-3TW8R,GTEX-YFC4-2826-SM-5P9FR,0.8964
GTEX-131YS-2326-SM-5IJFJ,GTEX-13QBU-1626-SM-5LU4S,0.8964
GTEX-13N11-1126-SM-5KM41,GTEX-13OVI-1026-SM-5L3EM,0.8964
GTEX-ZTPG-2026-SM-5O999,GTEX-U3ZN-0726-SM-4DXT5,0.8964
GTEX-14BMU-1826-SM-5RQII,GTEX-TSE9-2626-SM-4DXV2,0.8965
GTEX-ZYVF-0526-SM-5E43E,GTEX-XUJ4-1526-SM-4BONU,0.8965
GTEX-13VXT-1626-SM-5IJES,GTEX-11ZTS-2326-SM-5EQMY,0.8965
GTEX-ZYVF-0526-SM-5E43E,GTEX-RU1J-1026-SM-46MUR,0.8965
GTEX-RU72-2626-SM-4TT75,GTEX-PX3G-2026-SM-48U1H,0.8966
GTEX-WEY5-0726-SM-4LMID,GTEX-12WSD-2826-SM-59HKT,0.8966
GTEX-131XG-2026-SM-5GCN5,GTEX-132AR-1526-SM-5KM1L,0.8966
GTEX-N7MT-0726-SM-3TW8S,GTEX-XUW1-0226-SM-4BOOS,0.8966
GTEX-11EM3-1926-SM-5987U,GTEX-11ZTS-2326-SM-5EQMY,0.8966
GTEX-1313W-2826-SM-5P9G1,GTEX-T2IS-2226-SM-4DM65,0.8966
GTEX-POMQ-1226-SM-3P61F,GTEX-W5WG-1326-SM-4LMI9,0.8967
GTEX-N7MT-0726-SM-3TW8S,GTEX-12ZZX-2126-SM-5LZVL,0.8967
GTEX-ZTPG-2026-SM-5O999,GTEX-S341-1026-SM-4AD71,0.8967
GTEX-QCQG-1326-SM-48U24,GTEX-U3ZN-0726-SM-4DXT5,0.8968
GTEX-ZP4G-0726-SM-4WWF2,GTEX-11ZTS-2326-SM-5EQMY,0.8968
GTEX-ZTPG-2026-SM-5O999,GTEX-YJ8O-1126-SM-5P9IS,0.8968
GTEX-WWYW-2826-SM-4MVOQ,GTEX-W5WG-1326-SM-4LMI9,0.8969
GTEX-P4QT-2026-SM-3NMCJ,GTEX-RU72-2626-SM-4TT75,0.8969
GTEX-N7MT-0726-SM-3TW8S,GTEX-RU72-2626-SM-4TT75,0.8969
GTEX-XUZC-0926-SM-4BOQF,GTEX-XUW1-0226-SM-4BOOS,0.8969
GTEX-12WSD-2826-SM-59HKT,GTEX-S7SF-0826-SM-4AD4W,0.8969
GTEX-WWYW-2826-SM-4MVOQ,GTEX-RU72-2626-SM-4TT75,0.8969
GTEX-TMMY-2226-SM-4DXTN,GTEX-14BIM-2226-SM-5SI8Y,0.897
GTEX-11I78-2126-SM-5A5K8,GTEX-T6MO-1526-SM-4DM57,0.897
GTEX-11ZTT-1726-SM-5EQL4,GTEX-PX3G-2026-SM-48U1H,0.897
GTEX-ZVT2-0426-SM-5E44S,GTEX-T2IS-2226-SM-4DM65,0.8971
GTEX-ZTPG-2026-SM-5O999,GTEX-13QBU-1626-SM-5LU4S,0.8971
GTEX-145ME-1326-SM-5O98Q,GTEX-PWOO-1526-SM-48TCK,0.8971
GTEX-P4QT-2026-SM-3NMCJ,GTEX-PWOO-1526-SM-48TCK,0.8971
GTEX-11EMC-1826-SM-5A5JT,GTEX-S7SF-0826-SM-4AD4W,0.8972
GTEX-ZVT2-0426-SM-5E44S,GTEX-1313W-2826-SM-5P9G1,0.8972
GTEX-Y3IK-2126-SM-4YCDS,GTEX-QCQG-1326-SM-48U24,0.8972
GTEX-14BIM-2226-SM-5SI8Y,GTEX-11I78-2126-SM-5A5K8,0.8972
GTEX-131YS-2326-SM-5IJFJ,GTEX-XYKS-1626-SM-4BRUQ,0.8972
GTEX-XUJ4-1526-SM-4BONU,GTEX-11P81-1626-SM-5BC52,0.8972
GTEX-OHPL-2026-SM-3TW8R,GTEX-113JC-2226-SM-5EGJG,0.8972
GTEX-14BMU-1826-SM-5RQII,GTEX-12WSD-2826-SM-59HKT,0.8973
GTEX-1399U-1326-SM-5IJET,GTEX-YFC4-2826-SM-5P9FR,0.8973
GTEX-S341-1026-SM-4AD71,GTEX-Q734-1626-SM-48U1B,0.8973
GTEX-ZP4G-0726-SM-4WWF2,GTEX-14BIM-2226-SM-5SI8Y,0.8973
GTEX-131YS-2326-SM-5IJFJ,GTEX-T2IS-2226-SM-4DM65,0.8973
GTEX-13D11-1226-SM-5IFGA,GTEX-1313W-2826-SM-5P9G1,0.8974
GTEX-1117F-2426-SM-5EGGH,GTEX-S7SF-0826-SM-4AD4W,0.8974
GTEX-14BMU-1826-SM-5RQII,GTEX-13OVJ-2326-SM-5IJGA,0.8974
GTEX-POMQ-1226-SM-3P61F,GTEX-13PL7-2026-SM-5IFGK,0.8974
GTEX-XUZC-0926-SM-4BOQF,GTEX-YFC4-2826-SM-5P9FR,0.8974
GTEX-11ZTT-1726-SM-5EQL4,GTEX-12ZZX-2126-SM-5LZVL,0.8975
GTEX-TSE9-2626-SM-4DXV2,GTEX-11ZTS-2326-SM-5EQMY,0.8975
GTEX-1399S-2226-SM-5IFEW,GTEX-13W3W-1426-SM-5LU56,0.8975
GTEX-13D11-1226-SM-5IFGA,GTEX-YFC4-2826-SM-5P9FR,0.8975
GTEX-11GSP-2426-SM-5N9BD,GTEX-13QBU-1626-SM-5LU4S,0.8975
GTEX-OHPL-2026-SM-3TW8R,GTEX-1117F-2426-SM-5EGGH,0.8976
GTEX-RTLS-2426-SM-46MUO,GTEX-RU72-2626-SM-4TT75,0.8976
GTEX-13N11-1126-SM-5KM41,GTEX-13OVJ-2326-SM-5IJGA,0.8977
GTEX-Y114-1826-SM-4TT87,GTEX-T2IS-2226-SM-4DM65,0.8977
GTEX-131YS-2326-SM-5IJFJ,GTEX-11I78-2126-SM-5A5K8,0.8977
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-WEY5-0726-SM-4LMID,0.8978
GTEX-11GSP-2426-SM-5N9BD,GTEX-12WSK-2026-SM-5CVNB,0.8978
GTEX-S341-1026-SM-4AD71,GTEX-PWOO-1526-SM-48TCK,0.8978
GTEX-TMMY-2226-SM-4DXTN,GTEX-XYKS-1626-SM-4BRUQ,0.8978
GTEX-13D11-1226-SM-5IFGA,GTEX-Y114-1826-SM-4TT87,0.8979
GTEX-RU1J-1026-SM-46MUR,GTEX-13OVJ-2326-SM-5IJGA,0.8979
GTEX-XUJ4-1526-SM-4BONU,GTEX-11I78-2126-SM-5A5K8,0.8979
GTEX-1399S-2226-SM-5IFEW,GTEX-RTLS-2426-SM-46MUO,0.8979
GTEX-XUZC-0926-SM-4BOQF,GTEX-11P81-1626-SM-5BC52,0.8979
GTEX-131XG-2026-SM-5GCN5,GTEX-ZLWG-1026-SM-4WWC4,0.8979
GTEX-TMMY-2226-SM-4DXTN,GTEX-11EMC-1826-SM-5A5JT,0.898
GTEX-S341-1026-SM-4AD71,GTEX-12ZZX-2126-SM-5LZVL,0.898
GTEX-WEY5-0726-SM-4LMID,GTEX-13VXT-1626-SM-5IJES,0.898
GTEX-13FTX-1026-SM-5J2O5,GTEX-PWOO-1526-SM-48TCK,0.898
GTEX-11DXX-1526-SM-5H115,GTEX-1313W-2826-SM-5P9G1,0.898
GTEX-13N11-1126-SM-5KM41,GTEX-11ZTS-2326-SM-5EQMY,0.8981
GTEX-W5WG-1326-SM-4LMI9,GTEX-1117F-2426-SM-5EGGH,0.8981
GTEX-YFC4-2826-SM-5P9FR,GTEX-R55G-1626-SM-48FF4,0.8981
GTEX-13OVI-1026-SM-5L3EM,GTEX-11GSP-2426-SM-5N9BD,0.8981
GTEX-ZXES-0726-SM-5E451,GTEX-YFC4-2826-SM-5P9FR,0.8981
GTEX-ZXES-0726-SM-5E451,GTEX-13S7M-1726-SM-5RQK3,0.8981
GTEX-P4PP-2026-SM-3P61N,GTEX-S32W-1426-SM-4AD66,0.8981
GTEX-RWS6-1326-SM-47JXB,GTEX-1399U-1326-SM-5IJET,0.8982
GTEX-14BMU-1826-SM-5RQII,GTEX-PWOO-1526-SM-48TCK,0.8982
GTEX-13OVJ-2326-SM-5IJGA,GTEX-13VXT-1626-SM-5IJES,0.8982
GTEX-13D11-1226-SM-5IFGA,GTEX-13S7M-1726-SM-5RQK3,0.8983
GTEX-XUJ4-1526-SM-4BONU,GTEX-T2IS-2226-SM-4DM65,0.8983
GTEX-131XG-2026-SM-5GCN5,GTEX-S4UY-1226-SM-4AD51,0.8984
GTEX-113JC-2226-SM-5EGJG,GTEX-13QBU-1626-SM-5LU4S,0.8984
GTEX-1117F-2426-SM-5EGGH,GTEX-13QBU-1626-SM-5LU4S,0.8984
GTEX-11ZTT-1726-SM-5EQL4,GTEX-T2IS-2226-SM-4DM65,0.8984
GTEX-XUJ4-1526-SM-4BONU,GTEX-1313W-2826-SM-5P9G1,0.8985
GTEX-T2IS-2226-SM-4DM65,GTEX-QCQG-1326-SM-48U24,0.8985
GTEX-XUJ4-1526-SM-4BONU,GTEX-YFC4-2826-SM-5P9FR,0.8985
GTEX-12WSG-2126-SM-5EGJ7,GTEX-ZYWO-2126-SM-5GZXF,0.8986
GTEX-RTLS-2426-SM-46MUO,GTEX-YFC4-2826-SM-5P9FR,0.8986
GTEX-1117F-2426-SM-5EGGH,GTEX-T6MO-1526-SM-4DM57,0.8986
GTEX-ZYVF-0526-SM-5E43E,GTEX-13VXT-1626-SM-5IJES,0.8986
GTEX-P4QT-2026-SM-3NMCJ,GTEX-N7MT-0726-SM-3TW8S,0.8986
GTEX-P4QT-2026-SM-3NMCJ,GTEX-13S7M-1726-SM-5RQK3,0.8986
GTEX-ZXES-0726-SM-5E451,GTEX-T2IS-2226-SM-4DM65,0.8987
GTEX-11EM3-1926-SM-5987U,GTEX-S32W-1426-SM-4AD66,0.8987
GTEX-1117F-2426-SM-5EGGH,GTEX-XYKS-1626-SM-4BRUQ,0.8987
GTEX-11DXX-1526-SM-5H115,GTEX-PX3G-2026-SM-48U1H,0.8987
GTEX-WWYW-2826-SM-4MVOQ,GTEX-Y3IK-2126-SM-4YCDS,0.8987
GTEX-PWN1-2026-SM-48TD9,GTEX-XYKS-1626-SM-4BRUQ,0.8988
GTEX-13PL7-2026-SM-5IFGK,GTEX-ZYWO-2126-SM-5GZXF,0.8988
GTEX-131YS-2326-SM-5IJFJ,GTEX-S4UY-1226-SM-4AD51,0.8988
GTEX-N7MT-0726-SM-3TW8S,GTEX-13S7M-1726-SM-5RQK3,0.8988
GTEX-N7MT-0726-SM-3TW8S,GTEX-TSE9-2626-SM-4DXV2,0.8989
GTEX-XUJ4-1526-SM-4BONU,GTEX-POMQ-1226-SM-3P61F,0.8989
GTEX-14BIM-2226-SM-5SI8Y,GTEX-XYKS-1626-SM-4BRUQ,0.8989
GTEX-11EM3-1926-SM-5987U,GTEX-11EMC-1826-SM-5A5JT,0.8989
GTEX-131XG-2026-SM-5GCN5,GTEX-RU1J-1026-SM-46MUR,0.8989
GTEX-13PL7-2026-SM-5IFGK,GTEX-R55G-1626-SM-48FF4,0.8989
GTEX-T2IS-2226-SM-4DM65,GTEX-11ZTS-2326-SM-5EQMY,0.8989
GTEX-S4UY-1226-SM-4AD51,GTEX-13S7M-1726-SM-5RQK3,0.8989
GTEX-12WSD-2826-SM-59HKT,GTEX-PX3G-2026-SM-48U1H,0.899
GTEX-U3ZN-0726-SM-4DXT5,GTEX-XYKS-1626-SM-4BRUQ,0.899
GTEX-ZXES-0726-SM-5E451,GTEX-XUZC-0926-SM-4BOQF,0.899
GTEX-ZP4G-0726-SM-4WWF2,GTEX-YFC4-2826-SM-5P9FR,0.899
GTEX-XUZC-0926-SM-4BOQF,GTEX-12ZZX-2126-SM-5LZVL,0.899
GTEX-11I78-2126-SM-5A5K8,GTEX-12WSK-2026-SM-5CVNB,0.8991
GTEX-131XG-2026-SM-5GCN5,GTEX-P78B-2526-SM-3P5ZY,0.8991
GTEX-13N11-1126-SM-5KM41,GTEX-XYKS-1626-SM-4BRUQ,0.8991
GTEX-XUZC-0926-SM-4BOQF,GTEX-Q734-1626-SM-48U1B,0.8991
GTEX-PWN1-2026-SM-48TD9,GTEX-11ZTT-1726-SM-5EQL4,0.8991
GTEX-R55G-1626-SM-48FF4,GTEX-12ZZX-2126-SM-5LZVL,0.8991
GTEX-S341-1026-SM-4AD71,GTEX-PX3G-2026-SM-48U1H,0.8991
GTEX-T5JW-1526-SM-4DM5E,GTEX-12WSG-2126-SM-5EGJ7,0.8991
GTEX-ZTPG-2026-SM-5O999,GTEX-S32W-1426-SM-4AD66,0.8992
GTEX-11GSP-2426-SM-5N9BD,GTEX-OHPL-2026-SM-3TW8R,0.8992
GTEX-11DXX-1526-SM-5H115,GTEX-PWOO-1526-SM-48TCK,0.8992
GTEX-P78B-2526-SM-3P5ZY,GTEX-WI4N-2426-SM-4OOSC,0.8992
GTEX-P4QT-2026-SM-3NMCJ,GTEX-131YS-2326-SM-5IJFJ,0.8992
GTEX-ZVT2-0426-SM-5E44S,GTEX-131YS-2326-SM-5IJFJ,0.8992
GTEX-TMMY-2226-SM-4DXTN,GTEX-13OVJ-2326-SM-5IJGA,0.8992
GTEX-PWN1-2026-SM-48TD9,GTEX-Q734-1626-SM-48U1B,0.8993
GTEX-ZYVF-0526-SM-5E43E,GTEX-145ME-1326-SM-5O98Q,0.8993
GTEX-WWYW-2826-SM-4MVOQ,GTEX-ZAK1-2526-SM-5S2N7,0.8993
GTEX-1313W-2826-SM-5P9G1,GTEX-PX3G-2026-SM-48U1H,0.8993
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-S4UY-1226-SM-4AD51,0.8993
GTEX-ZTPG-2026-SM-5O999,GTEX-YFC4-2826-SM-5P9FR,0.8993
GTEX-12WSD-2826-SM-59HKT,GTEX-T6MO-1526-SM-4DM57,0.8994
GTEX-YFC4-2826-SM-5P9FR,GTEX-ZLWG-1026-SM-4WWC4,0.8994
GTEX-1117F-2426-SM-5EGGH,GTEX-U3ZN-0726-SM-4DXT5,0.8994
GTEX-WEY5-0726-SM-4LMID,GTEX-13W3W-1426-SM-5LU56,0.8994
GTEX-12WSG-2126-SM-5EGJ7,GTEX-T2IS-2226-SM-4DM65,0.8994
GTEX-RTLS-2426-SM-46MUO,GTEX-ZVT2-0426-SM-5E44S,0.8994
GTEX-ZTPG-2026-SM-5O999,GTEX-11ZTS-2326-SM-5EQMY,0.8995
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-ZLWG-1026-SM-4WWC4,0.8995
GTEX-S7SF-0826-SM-4AD4W,GTEX-T2IS-2226-SM-4DM65,0.8995
GTEX-OHPL-2026-SM-3TW8R,GTEX-S7SF-0826-SM-4AD4W,0.8995
GTEX-113JC-2226-SM-5EGJG,GTEX-WEY5-0726-SM-4LMID,0.8996
GTEX-13D11-1226-SM-5IFGA,GTEX-ZTPG-2026-SM-5O999,0.8996
GTEX-1399S-2226-SM-5IFEW,GTEX-13S7M-1726-SM-5RQK3,0.8996
GTEX-ZYVF-0526-SM-5E43E,GTEX-11DXX-1526-SM-5H115,0.8996
GTEX-RWS6-1326-SM-47JXB,GTEX-T2IS-2226-SM-4DM65,0.8996
GTEX-XUZC-0926-SM-4BOQF,GTEX-XYKS-1626-SM-4BRUQ,0.8996
GTEX-PWN1-2026-SM-48TD9,GTEX-XUJ4-1526-SM-4BONU,0.8996
GTEX-WWYW-2826-SM-4MVOQ,GTEX-ZTPG-2026-SM-5O999,0.8997
GTEX-RWS6-1326-SM-47JXB,GTEX-14BMU-1826-SM-5RQII,0.8997
GTEX-YJ8O-1126-SM-5P9IS,GTEX-ZYWO-2126-SM-5GZXF,0.8997
GTEX-RTLS-2426-SM-46MUO,GTEX-S4UY-1226-SM-4AD51,0.8997
GTEX-ZYVF-0526-SM-5E43E,GTEX-RU72-2626-SM-4TT75,0.8998
GTEX-ZYVF-0526-SM-5E43E,GTEX-WI4N-2426-SM-4OOSC,0.8998
GTEX-ZLWG-1026-SM-4WWC4,GTEX-S7SF-0826-SM-4AD4W,0.8998
GTEX-13VXT-1626-SM-5IJES,GTEX-T6MO-1526-SM-4DM57,0.8998
GTEX-1399S-2226-SM-5IFEW,GTEX-13VXT-1626-SM-5IJES,0.8999
GTEX-S7SF-0826-SM-4AD4W,GTEX-11ZTS-2326-SM-5EQMY,0.8999
GTEX-TSE9-2626-SM-4DXV2,GTEX-YFC4-2826-SM-5P9FR,0.8999
GTEX-RU1J-1026-SM-46MUR,GTEX-PWOO-1526-SM-48TCK,0.8999
GTEX-13OVI-1026-SM-5L3EM,GTEX-XUW1-0226-SM-4BOOS,0.8999
GTEX-UPIC-1526-SM-4IHLU,GTEX-11I78-2126-SM-5A5K8,0.9
GTEX-131XG-2026-SM-5GCN5,GTEX-T6MO-1526-SM-4DM57,0.9
GTEX-YFC4-2826-SM-5P9FR,GTEX-12WSK-2026-SM-5CVNB,0.9
GTEX-131YS-2326-SM-5IJFJ,GTEX-S32W-1426-SM-4AD66,0.9
GTEX-14BIM-2226-SM-5SI8Y,GTEX-ZYWO-2126-SM-5GZXF,0.9
GTEX-ZP4G-0726-SM-4WWF2,GTEX-131XG-2026-SM-5GCN5,0.9
GTEX-S341-1026-SM-4AD71,GTEX-T2IS-2226-SM-4DM65,0.9
GTEX-S4UY-1226-SM-4AD51,GTEX-1117F-2426-SM-5EGGH,0.9
GTEX-ZTPG-2026-SM-5O999,GTEX-11EMC-1826-SM-5A5JT,0.9001
GTEX-14BMU-1826-SM-5RQII,GTEX-11ZTS-2326-SM-5EQMY,0.9001
GTEX-13OVI-1026-SM-5L3EM,GTEX-113JC-2226-SM-5EGJG,0.9001
GTEX-1399U-1326-SM-5IJET,GTEX-QCQG-1326-SM-48U24,0.9001
GTEX-TSE9-2626-SM-4DXV2,GTEX-1117F-2426-SM-5EGGH,0.9002
GTEX-WWYW-2826-SM-4MVOQ,GTEX-XUW1-0226-SM-4BOOS,0.9002
GTEX-S4UY-1226-SM-4AD51,GTEX-YFC4-2826-SM-5P9FR,0.9002
GTEX-ZP4G-0726-SM-4WWF2,GTEX-13OVI-1026-SM-5L3EM,0.9002
GTEX-P4QT-2026-SM-3NMCJ,GTEX-S32W-1426-SM-4AD66,0.9002
GTEX-POMQ-1226-SM-3P61F,GTEX-13QBU-1626-SM-5LU4S,0.9002
GTEX-UPIC-1526-SM-4IHLU,GTEX-ZAK1-2526-SM-5S2N7,0.9002
GTEX-1399U-1326-SM-5IJET,GTEX-1117F-2426-SM-5EGGH,0.9002
GTEX-ZP4G-0726-SM-4WWF2,GTEX-11I78-2126-SM-5A5K8,0.9003
GTEX-11GSP-2426-SM-5N9BD,GTEX-ZTPG-2026-SM-5O999,0.9003
GTEX-11ZTT-1726-SM-5EQL4,GTEX-POMQ-1226-SM-3P61F,0.9003
GTEX-11ZTT-1726-SM-5EQL4,GTEX-YFC4-2826-SM-5P9FR,0.9003
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-T6MO-1526-SM-4DM57,0.9004
GTEX-TSE9-2626-SM-4DXV2,GTEX-XYKS-1626-SM-4BRUQ,0.9004
GTEX-YFC4-2826-SM-5P9FR,GTEX-S32W-1426-SM-4AD66,0.9004
GTEX-1399U-1326-SM-5IJET,GTEX-T2IS-2226-SM-4DM65,0.9004
GTEX-11GSP-2426-SM-5N9BD,GTEX-UPIC-1526-SM-4IHLU,0.9004
GTEX-14BMU-1826-SM-5RQII,GTEX-RU72-2626-SM-4TT75,0.9004
GTEX-PWN1-2026-SM-48TD9,GTEX-S7SF-0826-SM-4AD4W,0.9004
GTEX-131YS-2326-SM-5IJFJ,GTEX-14BMU-1826-SM-5RQII,0.9004
GTEX-12WSK-2026-SM-5CVNB,GTEX-T2IS-2226-SM-4DM65,0.9005
GTEX-OHPL-2026-SM-3TW8R,GTEX-YJ8O-1126-SM-5P9IS,0.9005
GTEX-R55G-1626-SM-48FF4,GTEX-S7SF-0826-SM-4AD4W,0.9005
GTEX-UPIC-1526-SM-4IHLU,GTEX-RU72-2626-SM-4TT75,0.9006
GTEX-11ZTT-1726-SM-5EQL4,GTEX-11P81-1626-SM-5BC52,0.9006
