Var X sample ID,Var Y sample ID,Pearson's correlation
GTEX-11ZTT-1726-SM-5EQL4,GTEX-131YS-2326-SM-5IJFJ,0.9054
GTEX-11GSP-2426-SM-5N9BD,GTEX-13FTX-1026-SM-5J2O5,0.9054
GTEX-11P81-1626-SM-5BC52,GTEX-XUW1-0226-SM-4BOOS,0.9054
GTEX-13N11-1126-SM-5KM41,GTEX-1117F-2426-SM-5EGGH,0.9054
GTEX-YFC4-2826-SM-5P9FR,GTEX-13S7M-1726-SM-5RQK3,0.9054
GTEX-POMQ-1226-SM-3P61F,GTEX-12WSK-2026-SM-5CVNB,0.9054
GTEX-T5JW-1526-SM-4DM5E,GTEX-12ZZX-2126-SM-5LZVL,0.9054
GTEX-PWN1-2026-SM-48TD9,GTEX-11P81-1626-SM-5BC52,0.9055
GTEX-13N11-1126-SM-5KM41,GTEX-WI4N-2426-SM-4OOSC,0.9055
GTEX-ZYWO-2126-SM-5GZXF,GTEX-PWOO-1526-SM-48TCK,0.9055
GTEX-ZVT2-0426-SM-5E44S,GTEX-131XG-2026-SM-5GCN5,0.9055
GTEX-14BMU-1826-SM-5RQII,GTEX-1117F-2426-SM-5EGGH,0.9056
GTEX-ZAK1-2526-SM-5S2N7,GTEX-13VXT-1626-SM-5IJES,0.9056
GTEX-ZLWG-1026-SM-4WWC4,GTEX-PX3G-2026-SM-48U1H,0.9056
GTEX-ZP4G-0726-SM-4WWF2,GTEX-PWOO-1526-SM-48TCK,0.9056
GTEX-ZLWG-1026-SM-4WWC4,GTEX-13S7M-1726-SM-5RQK3,0.9056
GTEX-UPIC-1526-SM-4IHLU,GTEX-13VXT-1626-SM-5IJES,0.9056
GTEX-RU72-2626-SM-4TT75,GTEX-S7SF-0826-SM-4AD4W,0.9056
GTEX-11GSP-2426-SM-5N9BD,GTEX-XUJ4-1526-SM-4BONU,0.9057
GTEX-P4QT-2026-SM-3NMCJ,GTEX-1117F-2426-SM-5EGGH,0.9057
GTEX-11ZTT-1726-SM-5EQL4,GTEX-S341-1026-SM-4AD71,0.9057
GTEX-113JC-2226-SM-5EGJG,GTEX-145ME-1326-SM-5O98Q,0.9057
GTEX-RU1J-1026-SM-46MUR,GTEX-11EMC-1826-SM-5A5JT,0.9057
GTEX-12WSD-2826-SM-59HKT,GTEX-13QBU-1626-SM-5LU4S,0.9057
GTEX-14BIM-2226-SM-5SI8Y,GTEX-11EM3-1926-SM-5987U,0.9057
GTEX-13D11-1226-SM-5IFGA,GTEX-S7SF-0826-SM-4AD4W,0.9057
GTEX-ZTPG-2026-SM-5O999,GTEX-11DXX-1526-SM-5H115,0.9058
GTEX-S32W-1426-SM-4AD66,GTEX-PX3G-2026-SM-48U1H,0.9058
GTEX-P4PP-2026-SM-3P61N,GTEX-13U4I-1926-SM-5LU39,0.9058
GTEX-11EM3-1926-SM-5987U,GTEX-13U4I-1926-SM-5LU39,0.9058
GTEX-WWYW-2826-SM-4MVOQ,GTEX-TSE9-2626-SM-4DXV2,0.9058
GTEX-XUJ4-1526-SM-4BONU,GTEX-UPIC-1526-SM-4IHLU,0.9058
GTEX-131XG-2026-SM-5GCN5,GTEX-RU72-2626-SM-4TT75,0.9058
GTEX-OHPL-2026-SM-3TW8R,GTEX-12ZZX-2126-SM-5LZVL,0.9058
GTEX-11ZTT-1726-SM-5EQL4,GTEX-UPIC-1526-SM-4IHLU,0.9058
GTEX-TMMY-2226-SM-4DXTN,GTEX-YJ8O-1126-SM-5P9IS,0.9059
GTEX-ZLWG-1026-SM-4WWC4,GTEX-1313W-2826-SM-5P9G1,0.9059
GTEX-1399U-1326-SM-5IJET,GTEX-YJ8O-1126-SM-5P9IS,0.9059
GTEX-13D11-1226-SM-5IFGA,GTEX-13OVJ-2326-SM-5IJGA,0.9059
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-14BIM-2226-SM-5SI8Y,0.9059
GTEX-RTLS-2426-SM-46MUO,GTEX-UPIC-1526-SM-4IHLU,0.9059
GTEX-XUZC-0926-SM-4BOQF,GTEX-U3ZN-0726-SM-4DXT5,0.9059
GTEX-OHPL-2026-SM-3TW8R,GTEX-13S7M-1726-SM-5RQK3,0.9059
GTEX-YFC4-2826-SM-5P9FR,GTEX-S7SF-0826-SM-4AD4W,0.9059
GTEX-TMMY-2226-SM-4DXTN,GTEX-13U4I-1926-SM-5LU39,0.9059
GTEX-UPIC-1526-SM-4IHLU,GTEX-XUZC-0926-SM-4BOQF,0.9059
GTEX-131YS-2326-SM-5IJFJ,GTEX-ZXES-0726-SM-5E451,0.9059
GTEX-13QBU-1626-SM-5LU4S,GTEX-ZYWO-2126-SM-5GZXF,0.9059
GTEX-113JC-2226-SM-5EGJG,GTEX-XUW1-0226-SM-4BOOS,0.906
GTEX-RU72-2626-SM-4TT75,GTEX-YFC4-2826-SM-5P9FR,0.906
GTEX-11I78-2126-SM-5A5K8,GTEX-Q734-1626-SM-48U1B,0.906
GTEX-ZTPG-2026-SM-5O999,GTEX-WEY5-0726-SM-4LMID,0.906
GTEX-11ZTT-1726-SM-5EQL4,GTEX-XYKS-1626-SM-4BRUQ,0.9061
GTEX-Y3IK-2126-SM-4YCDS,GTEX-RU72-2626-SM-4TT75,0.9061
GTEX-13D11-1226-SM-5IFGA,GTEX-11ZTS-2326-SM-5EQMY,0.9061
GTEX-P4PP-2026-SM-3P61N,GTEX-TSE9-2626-SM-4DXV2,0.9061
GTEX-XUJ4-1526-SM-4BONU,GTEX-113JC-2226-SM-5EGJG,0.9061
GTEX-13N11-1126-SM-5KM41,GTEX-12WSG-2126-SM-5EGJ7,0.9061
GTEX-13OVI-1026-SM-5L3EM,GTEX-ZTPG-2026-SM-5O999,0.9061
GTEX-ZTPG-2026-SM-5O999,GTEX-PX3G-2026-SM-48U1H,0.9061
GTEX-N7MT-0726-SM-3TW8S,GTEX-1399U-1326-SM-5IJET,0.9062
GTEX-XUJ4-1526-SM-4BONU,GTEX-131YS-2326-SM-5IJFJ,0.9062
GTEX-ZP4G-0726-SM-4WWF2,GTEX-Q734-1626-SM-48U1B,0.9062
GTEX-W5WG-1326-SM-4LMI9,GTEX-PX3G-2026-SM-48U1H,0.9062
GTEX-Y3IK-2126-SM-4YCDS,GTEX-S341-1026-SM-4AD71,0.9063
GTEX-1399U-1326-SM-5IJET,GTEX-XYKS-1626-SM-4BRUQ,0.9063
GTEX-UPIC-1526-SM-4IHLU,GTEX-S32W-1426-SM-4AD66,0.9063
GTEX-14BIM-2226-SM-5SI8Y,GTEX-RU1J-1026-SM-46MUR,0.9063
GTEX-13OVI-1026-SM-5L3EM,GTEX-OHPL-2026-SM-3TW8R,0.9064
GTEX-W5WG-1326-SM-4LMI9,GTEX-113JC-2226-SM-5EGJG,0.9064
GTEX-1117F-2426-SM-5EGGH,GTEX-145ME-1326-SM-5O98Q,0.9064
GTEX-POMQ-1226-SM-3P61F,GTEX-11DXX-1526-SM-5H115,0.9064
GTEX-TMMY-2226-SM-4DXTN,GTEX-Y3IK-2126-SM-4YCDS,0.9064
GTEX-13OVI-1026-SM-5L3EM,GTEX-S4UY-1226-SM-4AD51,0.9065
GTEX-S4UY-1226-SM-4AD51,GTEX-11ZTS-2326-SM-5EQMY,0.9065
GTEX-WEY5-0726-SM-4LMID,GTEX-S32W-1426-SM-4AD66,0.9065
GTEX-Y114-1826-SM-4TT87,GTEX-13PL7-2026-SM-5IFGK,0.9065
GTEX-TMMY-2226-SM-4DXTN,GTEX-PX3G-2026-SM-48U1H,0.9066
GTEX-13N11-1126-SM-5KM41,GTEX-13U4I-1926-SM-5LU39,0.9066
GTEX-14BIM-2226-SM-5SI8Y,GTEX-S32W-1426-SM-4AD66,0.9066
GTEX-P4PP-2026-SM-3P61N,GTEX-XUW1-0226-SM-4BOOS,0.9066
GTEX-13D11-1226-SM-5IFGA,GTEX-RWS6-1326-SM-47JXB,0.9066
GTEX-ZYVF-0526-SM-5E43E,GTEX-1117F-2426-SM-5EGGH,0.9067
GTEX-113JC-2226-SM-5EGJG,GTEX-11P81-1626-SM-5BC52,0.9067
GTEX-Y114-1826-SM-4TT87,GTEX-XUZC-0926-SM-4BOQF,0.9067
GTEX-RWS6-1326-SM-47JXB,GTEX-XYKS-1626-SM-4BRUQ,0.9067
GTEX-11DXX-1526-SM-5H115,GTEX-12ZZX-2126-SM-5LZVL,0.9067
GTEX-Q734-1626-SM-48U1B,GTEX-ZYWO-2126-SM-5GZXF,0.9067
GTEX-ZVT2-0426-SM-5E44S,GTEX-YJ8O-1126-SM-5P9IS,0.9067
GTEX-11EMC-1826-SM-5A5JT,GTEX-13VXT-1626-SM-5IJES,0.9068
GTEX-Y3IK-2126-SM-4YCDS,GTEX-11I78-2126-SM-5A5K8,0.9068
GTEX-WWYW-2826-SM-4MVOQ,GTEX-11ZTS-2326-SM-5EQMY,0.9068
GTEX-YFC4-2826-SM-5P9FR,GTEX-13QBU-1626-SM-5LU4S,0.9069
GTEX-13D11-1226-SM-5IFGA,GTEX-QCQG-1326-SM-48U24,0.9069
GTEX-P4QT-2026-SM-3NMCJ,GTEX-13VXT-1626-SM-5IJES,0.9069
GTEX-13VXT-1626-SM-5IJES,GTEX-U3ZN-0726-SM-4DXT5,0.907
GTEX-T5JW-1526-SM-4DM5E,GTEX-PX3G-2026-SM-48U1H,0.907
GTEX-POMQ-1226-SM-3P61F,GTEX-13U4I-1926-SM-5LU39,0.907
GTEX-13FTX-1026-SM-5J2O5,GTEX-XYKS-1626-SM-4BRUQ,0.907
GTEX-Y114-1826-SM-4TT87,GTEX-R55G-1626-SM-48FF4,0.907
GTEX-1117F-2426-SM-5EGGH,GTEX-11ZTS-2326-SM-5EQMY,0.9071
GTEX-Y3IK-2126-SM-4YCDS,GTEX-13S7M-1726-SM-5RQK3,0.9072
GTEX-Y114-1826-SM-4TT87,GTEX-UPIC-1526-SM-4IHLU,0.9072
GTEX-OHPL-2026-SM-3TW8R,GTEX-11ZTS-2326-SM-5EQMY,0.9072
GTEX-13U4I-1926-SM-5LU39,GTEX-T6MO-1526-SM-4DM57,0.9072
GTEX-TSE9-2626-SM-4DXV2,GTEX-QCQG-1326-SM-48U24,0.9072
GTEX-13N11-1126-SM-5KM41,GTEX-11ZTT-1726-SM-5EQL4,0.9072
GTEX-XUJ4-1526-SM-4BONU,GTEX-R55G-1626-SM-48FF4,0.9072
GTEX-YJ8O-1126-SM-5P9IS,GTEX-R55G-1626-SM-48FF4,0.9073
GTEX-XUZC-0926-SM-4BOQF,GTEX-YJ8O-1126-SM-5P9IS,0.9073
GTEX-ZLWG-1026-SM-4WWC4,GTEX-T2IS-2226-SM-4DM65,0.9073
GTEX-RU1J-1026-SM-46MUR,GTEX-T2IS-2226-SM-4DM65,0.9073
GTEX-PWN1-2026-SM-48TD9,GTEX-YJ8O-1126-SM-5P9IS,0.9073
GTEX-UPIC-1526-SM-4IHLU,GTEX-13S7M-1726-SM-5RQK3,0.9073
GTEX-S32W-1426-SM-4AD66,GTEX-S7SF-0826-SM-4AD4W,0.9073
GTEX-RWS6-1326-SM-47JXB,GTEX-13VXT-1626-SM-5IJES,0.9074
GTEX-YFC4-2826-SM-5P9FR,GTEX-11P81-1626-SM-5BC52,0.9074
GTEX-ZP4G-0726-SM-4WWF2,GTEX-S7SF-0826-SM-4AD4W,0.9074
GTEX-T5JW-1526-SM-4DM5E,GTEX-XUJ4-1526-SM-4BONU,0.9074
GTEX-1399S-2226-SM-5IFEW,GTEX-ZYVF-0526-SM-5E43E,0.9074
GTEX-1399U-1326-SM-5IJET,GTEX-S341-1026-SM-4AD71,0.9075
GTEX-R55G-1626-SM-48FF4,GTEX-PX3G-2026-SM-48U1H,0.9075
GTEX-ZVT2-0426-SM-5E44S,GTEX-113JC-2226-SM-5EGJG,0.9076
GTEX-12WSG-2126-SM-5EGJ7,GTEX-N7MT-0726-SM-3TW8S,0.9076
GTEX-12ZZX-2126-SM-5LZVL,GTEX-S7SF-0826-SM-4AD4W,0.9076
GTEX-N7MT-0726-SM-3TW8S,GTEX-Y3IK-2126-SM-4YCDS,0.9076
GTEX-TMMY-2226-SM-4DXTN,GTEX-S32W-1426-SM-4AD66,0.9076
GTEX-13PL7-2026-SM-5IFGK,GTEX-PX3G-2026-SM-48U1H,0.9076
GTEX-12ZZX-2126-SM-5LZVL,GTEX-U3ZN-0726-SM-4DXT5,0.9077
GTEX-ZXES-0726-SM-5E451,GTEX-11ZTS-2326-SM-5EQMY,0.9077
GTEX-11DXX-1526-SM-5H115,GTEX-YJ8O-1126-SM-5P9IS,0.9077
GTEX-11EM3-1926-SM-5987U,GTEX-12ZZX-2126-SM-5LZVL,0.9077
GTEX-13N11-1126-SM-5KM41,GTEX-11DXX-1526-SM-5H115,0.9078
GTEX-TSE9-2626-SM-4DXV2,GTEX-13S7M-1726-SM-5RQK3,0.9078
GTEX-WWYW-2826-SM-4MVOQ,GTEX-12WSD-2826-SM-59HKT,0.9078
GTEX-WWYW-2826-SM-4MVOQ,GTEX-13S7M-1726-SM-5RQK3,0.9078
GTEX-RTLS-2426-SM-46MUO,GTEX-TSE9-2626-SM-4DXV2,0.9078
GTEX-13FTX-1026-SM-5J2O5,GTEX-1313W-2826-SM-5P9G1,0.9078
GTEX-P4QT-2026-SM-3NMCJ,GTEX-11GSP-2426-SM-5N9BD,0.9078
GTEX-13OVI-1026-SM-5L3EM,GTEX-Y3IK-2126-SM-4YCDS,0.9079
GTEX-T6MO-1526-SM-4DM57,GTEX-PWOO-1526-SM-48TCK,0.9079
GTEX-1399S-2226-SM-5IFEW,GTEX-1117F-2426-SM-5EGGH,0.9079
GTEX-S4UY-1226-SM-4AD51,GTEX-12WSD-2826-SM-59HKT,0.9079
GTEX-11GSP-2426-SM-5N9BD,GTEX-XUW1-0226-SM-4BOOS,0.9079
GTEX-POMQ-1226-SM-3P61F,GTEX-YFC4-2826-SM-5P9FR,0.9079
GTEX-S4UY-1226-SM-4AD51,GTEX-13OVJ-2326-SM-5IJGA,0.908
GTEX-1399U-1326-SM-5IJET,GTEX-U3ZN-0726-SM-4DXT5,0.908
GTEX-POMQ-1226-SM-3P61F,GTEX-ZLWG-1026-SM-4WWC4,0.908
GTEX-ZVT2-0426-SM-5E44S,GTEX-POMQ-1226-SM-3P61F,0.908
GTEX-T5JW-1526-SM-4DM5E,GTEX-ZVT2-0426-SM-5E44S,0.908
GTEX-13D11-1226-SM-5IFGA,GTEX-PWN1-2026-SM-48TD9,0.908
GTEX-1399U-1326-SM-5IJET,GTEX-RU72-2626-SM-4TT75,0.9081
GTEX-T5JW-1526-SM-4DM5E,GTEX-13D11-1226-SM-5IFGA,0.9081
GTEX-13D11-1226-SM-5IFGA,GTEX-T2IS-2226-SM-4DM65,0.9081
GTEX-1399S-2226-SM-5IFEW,GTEX-131XG-2026-SM-5GCN5,0.9081
GTEX-13N11-1126-SM-5KM41,GTEX-YFC4-2826-SM-5P9FR,0.9081
GTEX-ZP4G-0726-SM-4WWF2,GTEX-PX3G-2026-SM-48U1H,0.9081
GTEX-ZXES-0726-SM-5E451,GTEX-11I78-2126-SM-5A5K8,0.9081
GTEX-12WSK-2026-SM-5CVNB,GTEX-11ZTS-2326-SM-5EQMY,0.9081
GTEX-131YS-2326-SM-5IJFJ,GTEX-11DXX-1526-SM-5H115,0.9081
GTEX-WEY5-0726-SM-4LMID,GTEX-Q734-1626-SM-48U1B,0.9081
GTEX-11GSP-2426-SM-5N9BD,GTEX-TSE9-2626-SM-4DXV2,0.9081
GTEX-13PL7-2026-SM-5IFGK,GTEX-S7SF-0826-SM-4AD4W,0.9082
GTEX-ZP4G-0726-SM-4WWF2,GTEX-S32W-1426-SM-4AD66,0.9082
GTEX-RU72-2626-SM-4TT75,GTEX-12WSD-2826-SM-59HKT,0.9082
GTEX-W5WG-1326-SM-4LMI9,GTEX-R55G-1626-SM-48FF4,0.9082
GTEX-11I78-2126-SM-5A5K8,GTEX-WEY5-0726-SM-4LMID,0.9082
GTEX-1399S-2226-SM-5IFEW,GTEX-XUZC-0926-SM-4BOQF,0.9082
GTEX-13U4I-1926-SM-5LU39,GTEX-13S7M-1726-SM-5RQK3,0.9082
GTEX-T5JW-1526-SM-4DM5E,GTEX-11ZTT-1726-SM-5EQL4,0.9083
GTEX-S341-1026-SM-4AD71,GTEX-YJ8O-1126-SM-5P9IS,0.9083
GTEX-RU72-2626-SM-4TT75,GTEX-11EMC-1826-SM-5A5JT,0.9083
GTEX-12WSG-2126-SM-5EGJ7,GTEX-11EM3-1926-SM-5987U,0.9083
GTEX-13S7M-1726-SM-5RQK3,GTEX-13VXT-1626-SM-5IJES,0.9084
GTEX-S32W-1426-SM-4AD66,GTEX-11EMC-1826-SM-5A5JT,0.9084
GTEX-ZYWO-2126-SM-5GZXF,GTEX-XUW1-0226-SM-4BOOS,0.9084
GTEX-13VXT-1626-SM-5IJES,GTEX-XYKS-1626-SM-4BRUQ,0.9084
GTEX-14BIM-2226-SM-5SI8Y,GTEX-13QBU-1626-SM-5LU4S,0.9084
GTEX-145ME-1326-SM-5O98Q,GTEX-11ZTS-2326-SM-5EQMY,0.9084
GTEX-XUJ4-1526-SM-4BONU,GTEX-S32W-1426-SM-4AD66,0.9084
GTEX-S4UY-1226-SM-4AD51,GTEX-13VXT-1626-SM-5IJES,0.9085
GTEX-12WSG-2126-SM-5EGJ7,GTEX-S7SF-0826-SM-4AD4W,0.9085
GTEX-12WSK-2026-SM-5CVNB,GTEX-12WSD-2826-SM-59HKT,0.9085
GTEX-ZVT2-0426-SM-5E44S,GTEX-11I78-2126-SM-5A5K8,0.9085
GTEX-1399U-1326-SM-5IJET,GTEX-11ZTS-2326-SM-5EQMY,0.9086
GTEX-R55G-1626-SM-48FF4,GTEX-11P81-1626-SM-5BC52,0.9086
GTEX-RU1J-1026-SM-46MUR,GTEX-11ZTS-2326-SM-5EQMY,0.9086
GTEX-T2IS-2226-SM-4DM65,GTEX-ZYWO-2126-SM-5GZXF,0.9086
GTEX-RTLS-2426-SM-46MUO,GTEX-13U4I-1926-SM-5LU39,0.9086
GTEX-12WSD-2826-SM-59HKT,GTEX-13VXT-1626-SM-5IJES,0.9086
GTEX-11EM3-1926-SM-5987U,GTEX-PX3G-2026-SM-48U1H,0.9087
GTEX-131XG-2026-SM-5GCN5,GTEX-11DXX-1526-SM-5H115,0.9087
GTEX-S341-1026-SM-4AD71,GTEX-XUZC-0926-SM-4BOQF,0.9087
GTEX-131YS-2326-SM-5IJFJ,GTEX-UPIC-1526-SM-4IHLU,0.9087
GTEX-OHPL-2026-SM-3TW8R,GTEX-XUZC-0926-SM-4BOQF,0.9087
GTEX-131XG-2026-SM-5GCN5,GTEX-ZYWO-2126-SM-5GZXF,0.9087
GTEX-13W3W-1426-SM-5LU56,GTEX-PWOO-1526-SM-48TCK,0.9087
GTEX-13OVI-1026-SM-5L3EM,GTEX-12WSD-2826-SM-59HKT,0.9088
GTEX-14BIM-2226-SM-5SI8Y,GTEX-S4UY-1226-SM-4AD51,0.9088
GTEX-ZXES-0726-SM-5E451,GTEX-113JC-2226-SM-5EGJG,0.9088
GTEX-12WSG-2126-SM-5EGJ7,GTEX-TSE9-2626-SM-4DXV2,0.9088
GTEX-S7SF-0826-SM-4AD4W,GTEX-145ME-1326-SM-5O98Q,0.9088
GTEX-1399U-1326-SM-5IJET,GTEX-131XG-2026-SM-5GCN5,0.9089
GTEX-13OVI-1026-SM-5L3EM,GTEX-WEY5-0726-SM-4LMID,0.9089
GTEX-ZTPG-2026-SM-5O999,GTEX-S4UY-1226-SM-4AD51,0.9089
GTEX-131XG-2026-SM-5GCN5,GTEX-145ME-1326-SM-5O98Q,0.9089
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-12WSK-2026-SM-5CVNB,0.9089
GTEX-11ZTT-1726-SM-5EQL4,GTEX-P78B-2526-SM-3P5ZY,0.9089
GTEX-13N11-1126-SM-5KM41,GTEX-13QBU-1626-SM-5LU4S,0.909
GTEX-12WSG-2126-SM-5EGJ7,GTEX-WEY5-0726-SM-4LMID,0.909
GTEX-13D11-1226-SM-5IFGA,GTEX-13VXT-1626-SM-5IJES,0.909
GTEX-11GSP-2426-SM-5N9BD,GTEX-1399U-1326-SM-5IJET,0.909
GTEX-1117F-2426-SM-5EGGH,GTEX-12WSD-2826-SM-59HKT,0.9091
GTEX-PWN1-2026-SM-48TD9,GTEX-1399U-1326-SM-5IJET,0.9092
GTEX-ZAK1-2526-SM-5S2N7,GTEX-13PL7-2026-SM-5IFGK,0.9092
GTEX-WWYW-2826-SM-4MVOQ,GTEX-113JC-2226-SM-5EGJG,0.9092
GTEX-XUZC-0926-SM-4BOQF,GTEX-145ME-1326-SM-5O98Q,0.9092
GTEX-ZVT2-0426-SM-5E44S,GTEX-Q734-1626-SM-48U1B,0.9092
GTEX-13FTX-1026-SM-5J2O5,GTEX-13S7M-1726-SM-5RQK3,0.9092
GTEX-RU1J-1026-SM-46MUR,GTEX-S7SF-0826-SM-4AD4W,0.9092
GTEX-131YS-2326-SM-5IJFJ,GTEX-13OVJ-2326-SM-5IJGA,0.9092
GTEX-11EM3-1926-SM-5987U,GTEX-U3ZN-0726-SM-4DXT5,0.9092
GTEX-14BIM-2226-SM-5SI8Y,GTEX-TSE9-2626-SM-4DXV2,0.9092
GTEX-PWN1-2026-SM-48TD9,GTEX-S32W-1426-SM-4AD66,0.9092
GTEX-W5WG-1326-SM-4LMI9,GTEX-YFC4-2826-SM-5P9FR,0.9093
GTEX-12WSK-2026-SM-5CVNB,GTEX-U3ZN-0726-SM-4DXT5,0.9093
GTEX-ZAK1-2526-SM-5S2N7,GTEX-RU72-2626-SM-4TT75,0.9093
GTEX-12WSK-2026-SM-5CVNB,GTEX-S7SF-0826-SM-4AD4W,0.9093
GTEX-11DXX-1526-SM-5H115,GTEX-T2IS-2226-SM-4DM65,0.9093
GTEX-13OVI-1026-SM-5L3EM,GTEX-UPIC-1526-SM-4IHLU,0.9094
GTEX-U3ZN-0726-SM-4DXT5,GTEX-XUW1-0226-SM-4BOOS,0.9094
GTEX-11DXX-1526-SM-5H115,GTEX-Q734-1626-SM-48U1B,0.9094
GTEX-ZYVF-0526-SM-5E43E,GTEX-13FTX-1026-SM-5J2O5,0.9094
GTEX-Y3IK-2126-SM-4YCDS,GTEX-ZYWO-2126-SM-5GZXF,0.9094
GTEX-13U4I-1926-SM-5LU39,GTEX-S7SF-0826-SM-4AD4W,0.9094
GTEX-11ZTT-1726-SM-5EQL4,GTEX-R55G-1626-SM-48FF4,0.9095
GTEX-13U4I-1926-SM-5LU39,GTEX-WEY5-0726-SM-4LMID,0.9095
GTEX-13N11-1126-SM-5KM41,GTEX-U3ZN-0726-SM-4DXT5,0.9095
GTEX-Y114-1826-SM-4TT87,GTEX-OHPL-2026-SM-3TW8R,0.9095
GTEX-11DXX-1526-SM-5H115,GTEX-13S7M-1726-SM-5RQK3,0.9095
GTEX-1399S-2226-SM-5IFEW,GTEX-ZV6S-1526-SM-5NQ7O,0.9095
GTEX-12WSG-2126-SM-5EGJ7,GTEX-TMMY-2226-SM-4DXTN,0.9095
GTEX-13OVJ-2326-SM-5IJGA,GTEX-12WSK-2026-SM-5CVNB,0.9095
GTEX-POMQ-1226-SM-3P61F,GTEX-U3ZN-0726-SM-4DXT5,0.9095
GTEX-ZP4G-0726-SM-4WWF2,GTEX-ZTPG-2026-SM-5O999,0.9095
GTEX-T5JW-1526-SM-4DM5E,GTEX-OHPL-2026-SM-3TW8R,0.9096
GTEX-13FTX-1026-SM-5J2O5,GTEX-131YS-2326-SM-5IJFJ,0.9096
GTEX-1399S-2226-SM-5IFEW,GTEX-113JC-2226-SM-5EGJG,0.9096
GTEX-13OVI-1026-SM-5L3EM,GTEX-XUJ4-1526-SM-4BONU,0.9096
GTEX-12WSG-2126-SM-5EGJ7,GTEX-T6MO-1526-SM-4DM57,0.9096
GTEX-ZTPG-2026-SM-5O999,GTEX-ZXES-0726-SM-5E451,0.9096
GTEX-145ME-1326-SM-5O98Q,GTEX-13VXT-1626-SM-5IJES,0.9096
GTEX-12WSG-2126-SM-5EGJ7,GTEX-S32W-1426-SM-4AD66,0.9097
GTEX-13QBU-1626-SM-5LU4S,GTEX-11P81-1626-SM-5BC52,0.9097
GTEX-ZV6S-1526-SM-5NQ7O,GTEX-ZYWO-2126-SM-5GZXF,0.9097
GTEX-N7MT-0726-SM-3TW8S,GTEX-13PL7-2026-SM-5IFGK,0.9097
GTEX-11EM3-1926-SM-5987U,GTEX-13W3W-1426-SM-5LU56,0.9097
GTEX-ZLWG-1026-SM-4WWC4,GTEX-11P81-1626-SM-5BC52,0.9097
GTEX-Q734-1626-SM-48U1B,GTEX-XYKS-1626-SM-4BRUQ,0.9097
GTEX-Y114-1826-SM-4TT87,GTEX-13QBU-1626-SM-5LU4S,0.9097
GTEX-Y114-1826-SM-4TT87,GTEX-14BMU-1826-SM-5RQII,0.9098
GTEX-Y114-1826-SM-4TT87,GTEX-S4UY-1226-SM-4AD51,0.9098
GTEX-OHPL-2026-SM-3TW8R,GTEX-S341-1026-SM-4AD71,0.9098
GTEX-RU72-2626-SM-4TT75,GTEX-W5WG-1326-SM-4LMI9,0.9098
GTEX-PWN1-2026-SM-48TD9,GTEX-W5WG-1326-SM-4LMI9,0.9098
GTEX-UPIC-1526-SM-4IHLU,GTEX-R55G-1626-SM-48FF4,0.9099
GTEX-YJ8O-1126-SM-5P9IS,GTEX-13S7M-1726-SM-5RQK3,0.9099
GTEX-OHPL-2026-SM-3TW8R,GTEX-T2IS-2226-SM-4DM65,0.9099
GTEX-WEY5-0726-SM-4LMID,GTEX-12ZZX-2126-SM-5LZVL,0.9099
GTEX-TMMY-2226-SM-4DXTN,GTEX-XUZC-0926-SM-4BOQF,0.9099
GTEX-13N11-1126-SM-5KM41,GTEX-13PL7-2026-SM-5IFGK,0.91
GTEX-12WSK-2026-SM-5CVNB,GTEX-11EMC-1826-SM-5A5JT,0.91
GTEX-ZLWG-1026-SM-4WWC4,GTEX-12ZZX-2126-SM-5LZVL,0.9101
GTEX-OHPL-2026-SM-3TW8R,GTEX-13U4I-1926-SM-5LU39,0.9101
GTEX-YFC4-2826-SM-5P9FR,GTEX-1117F-2426-SM-5EGGH,0.9101
GTEX-1399S-2226-SM-5IFEW,GTEX-PWOO-1526-SM-48TCK,0.9101
GTEX-ZVT2-0426-SM-5E44S,GTEX-S341-1026-SM-4AD71,0.9102
GTEX-S7SF-0826-SM-4AD4W,GTEX-11P81-1626-SM-5BC52,0.9102
GTEX-RTLS-2426-SM-46MUO,GTEX-P78B-2526-SM-3P5ZY,0.9102
GTEX-ZTPG-2026-SM-5O999,GTEX-12WSK-2026-SM-5CVNB,0.9102
GTEX-13OVJ-2326-SM-5IJGA,GTEX-13QBU-1626-SM-5LU4S,0.9102
GTEX-ZTPG-2026-SM-5O999,GTEX-TMMY-2226-SM-4DXTN,0.9102
GTEX-XUZC-0926-SM-4BOQF,GTEX-12WSK-2026-SM-5CVNB,0.9102
GTEX-131YS-2326-SM-5IJFJ,GTEX-13VXT-1626-SM-5IJES,0.9102
GTEX-XUJ4-1526-SM-4BONU,GTEX-11ZTS-2326-SM-5EQMY,0.9102
GTEX-TSE9-2626-SM-4DXV2,GTEX-Q734-1626-SM-48U1B,0.9102
GTEX-ZAK1-2526-SM-5S2N7,GTEX-YFC4-2826-SM-5P9FR,0.9102
GTEX-RTLS-2426-SM-46MUO,GTEX-XUJ4-1526-SM-4BONU,0.9103
GTEX-W5WG-1326-SM-4LMI9,GTEX-13OVJ-2326-SM-5IJGA,0.9103
GTEX-YFC4-2826-SM-5P9FR,GTEX-11EMC-1826-SM-5A5JT,0.9103
